Brand,Model,Price,processor_brand,processor_tier,num_cores,num_threads,RAM,primary_storage_type,Storage,gpu_brand,gpu_type,display_size,OS
asus,Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69990,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),84950,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,16,windows
hp,HP Victus 15-fa0092TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Predator Helios 16 PH16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),143400,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,16,windows
asus,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),113401,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell Alienware x14 R2 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),225490,intel,core i7,10,16,32,SSD,1024,nvidia,dedicated,14,windows
dell,Dell Alienware m16 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),220990,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,16,windows
hp,HP 15-hr0000TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),67400,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
hp,HP 15-hr0001TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
msi,MSI Thin GF63 12UCX-269IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),76990,intel,core i5,8,12,16,HDD,1024,nvidia,dedicated,15.6,windows
msi,MSI Katana 15 B12UDXK-1006IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),72990,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Swift Go 14 SFG14-41 NX.KG3SI.003 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),58990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
hp,HP 15s-eq1580AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home),32990,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,15.6,windows
hp,HP 15-fd0021TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),61490,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),105990,intel,core i7,14,20,16,SSD,512,intel,integrated,15.6,windows
msi,MSI Thin GF63 12VE-267IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/6GB Graphics),86990,intel,core i5,8,12,16,HDD,1024,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 16X 2023 K3605VC-MB951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),111439,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,16,windows
msi,MSI Stealth 16 Studio A13VG-030IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),249990,intel,core i7,14,20,32,SSD,1024,nvidia,dedicated,16,windows
asus,Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),76619,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,14,windows
acer,Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),142999,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,16,windows
asus,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),93999,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,14,windows
asus,Asus Vivobook Pro 15 OLED K6502VU-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),161513,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,15.6,windows
asus,Asus Zenbook Pro 14 Duo OLED 2023 UX8402VU-MZ551WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),199990,intel,core i5,12,16,16,SSD,1024,nvidia,dedicated,14.5,windows
hp,HP ProBook 440 G9 6J8T1PA Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),118000,intel,core i7,10,12,16,SSD,512,intel,integrated,14,windows
hp,HP 15-fd0024TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home),79590,intel,core i7,12,16,16,SSD,512,intel,integrated,15.6,windows
msi,MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),63990,intel,core i7,8,16,16,HDD,1024,nvidia,dedicated,15.6,windows
asus,Asus VivoBook 15 X515EA-EJ342WS Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11),35990,intel,core i3,2,4,16,SSD,512,intel,integrated,15.6,windows
hp,HP 15s-fy5002TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),52990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63190,amd,ryzen 7,8,16,8,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),81000,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),39990,intel,core i5,4,8,8,SSD,512,intel,integrated,14,windows
dell,Dell Alienware X16 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),388490,intel,core i9,14,20,32,SSD,1024,nvidia,dedicated,16,windows
hp,HP 15s-fy5003TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40100,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
dell,Dell Alienware M18 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),368490,intel,core i9,14,20,32,SSD,1024,nvidia,dedicated,18,windows
acer,Acer One 11 Z8-284 UN.013SI.014 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),36800,intel,celeron,2,2,8,SSD,256,intel,integrated,11.6,windows
hp,HP 15-fc0030AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),46490,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,15.6,windows
acer,Acer 16 Predator Neo NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),104999,intel,core i5,14,20,16,SSD,512,nvidia,dedicated,16,windows
hp,HP 15-fd0018TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47650,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
acer,Acer Predator Helios Neo 16 NH.QLTSI.002 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),114990,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,16,windows
hp,HP 15-fd0006TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),46990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP 15-fd0011TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),60490,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
hp,HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 15-fd0012TU Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),65590,intel,core i5,10,12,8,SSD,1024,intel,integrated,15.6,windows
realme,Realme Book Prime CloudPro002 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),42990,intel,core i5,4,8,8,SSD,512,intel,integrated,14,windows
hp,HP ProBook 440 G8 5D6U3PA Notebook PC (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),71000,intel,core i5,4,8,8,SSD,512,intel,integrated,14,windows
asus,Asus VivoBook 15 X515MA-BR024WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),30927,intel,celeron,2,2,8,SSD,512,intel,integrated,15.6,windows
dell,Dell Vostro 15 3510 2023 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),47990,intel,core i5,4,8,8,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 15 2023 X1504VA-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),46288,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),124990,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,16,windows
dell,Dell Vostro 3420 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),51990,intel,core i5,4,8,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),58990,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,15.6,windows
dell,Dell Vostro 3425 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11 Home),38490,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,14,windows
acer,Acer Aspire 5 A515-56G Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),44994,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Nitro 5 AN515-46 Gaming Laptop (Ryzen 5 6600H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),88990,amd,ryzen 5,6,12,16,SSD,1024,nvidia,dedicated,15.6,windows
msi,MSI Thin GF63 12VF-268IN Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/ 8GB Graph),96990,intel,core i5,8,12,16,HDD,1024,nvidia,dedicated,15.6,windows
asus,Asus VivoBook 14 X1400EA-EK322WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31990,intel,core i3,2,4,8,SSD,512,intel,integrated,14,windows
asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN742WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),132000,intel,core i7,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus Zenbook 14 OLED 2023 UX3402VA-KN741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),115990,intel,core i7,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook 14X OLED 2023 K3405VFB-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),89990,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,14,windows
hp,HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),109990,intel,core i7,14,20,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Summit E13 Flip Evo A11MT-213IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10),81990,intel,core i7,4,8,16,SSD,512,intel,integrated,13.4,windows
hp,HP Pavilion 15-eg2017TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),52590,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
asus,Asus Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),91240,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook 16 2023 X1605VAB-MB544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62990,intel,core i5,10,12,16,SSD,512,intel,integrated,16,windows
msi,MSI Summit E13 Flip Evo A11MT-214IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10),69990,intel,core i5,4,8,16,SSD,512,intel,integrated,13.4,windows
hp,HP Victus 16-d0333TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64500,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,16.1,windows
asus,Asus Vivobook Flip 14 2023 TP3402VAB-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),71938,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
hp,HP Victus 15-fb0121AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 15s-fq2738TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),33989,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 15 X1502ZA-EJ953WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),39790,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP Omen 16-n0123AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),119990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16.1,windows
msi,MSI Raider GE68HX 13VG-027IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),260990,intel,core i9,24,24,32,SSD,2048,nvidia,dedicated,16,windows
asus,Asus Vivobook Go 14 E1404GA-NK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),38980,intel,core i3,8,8,8,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook 15 2023 X1504VA-NJ523WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),55990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
msi,MSI Thin GF63 12UCX-265IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),65190,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI GF63 Thin 11UC-1295IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),72990,intel,core i5,6,12,16,HDD,1024,nvidia,dedicated,15.6,windows
acer,Acer Nitro 5 AN515-47 2023 Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68990,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Predator Helios 16 PH16-71 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),200090,intel,core i7,16,24,32,SSD,1024,nvidia,dedicated,16,windows
acer,Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),77890,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Stealth 16 Studio A13VF-023IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),219990,intel,core i7,14,20,32,SSD,1024,nvidia,dedicated,15.6,windows
lenovo,Lenovo ThinkPad P14s 21AKS02800 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),123271,intel,core i7,12,16,16,SSD,512,nvidia,dedicated,14,windows
asus,Asus Vivobook 15X OLED 2023 K3504VA-LK552WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),70990,intel,core i5,12,16,16,SSD,1024,intel,integrated,15.6,windows
msi,MSI Raider GE68HX 13VG-026IN Gaming Laptop (13th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),215990,intel,core i7,16,24,32,SSD,2048,nvidia,dedicated,16,windows
msi,MSI Stealth 14 Studio A13VF-037IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),171990,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,15.6,windows
msi,MSI GF63 Thin 11UC-1297IN Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),69990,intel,core i5,6,12,8,HDD,1024,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 15X 2023 K3504VAB-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62500,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 16 2023 X1605VA-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),68800,intel,core i5,12,16,16,SSD,512,intel,integrated,16,windows
hp,HP Spectre x360 2023 13.5-ef2034TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),143824,intel,core i7,10,12,32,SSD,1024,intel,integrated,13.5,windows
asus,Asus Vivobook S15 OLED 2023 K5504VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),85990,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
asus,Asus VivoBook 14 2023 X1404VA-NK321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),45990,intel,core i3,6,8,8,SSD,512,intel,integrated,14,windows
asus,Asus VivoBook 14 2023 X1404VA-NK522WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),59990,intel,core i5,10,12,8,SSD,512,intel,integrated,14,windows
asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),104990,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook 15X OLED 2023 K3504VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),68390,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),97990,intel,core i5,10,12,16,SSD,512,intel,integrated,13.3,windows
asus,Asus Zenbook 14 OLED 2023 UX3402VA-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),92990,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),64990,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 15 OLED 2023 X1505VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),74990,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook Go 15 OLED 2023 E1504GA-LK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),43990,intel,core i3,8,8,8,SSD,512,intel,integrated,15.6,windows
dell,Dell Inspiron 3525 D560771WIN9S Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11),44990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
asus,Asus VivoBook 14 2023 X1404VA-NK541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),63990,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook Go 15 2023 E1504GA-NJ322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),39242,intel,core i3,8,8,8,SSD,512,intel,integrated,15.6,windows
asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN753WS Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),129990,intel,core i7,12,16,16,SSD,1024,intel,integrated,14,windows
asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ520WS Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/Win11),58990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,14,windows
lenovo,Lenovo V15 82QYA00MIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),22239,intel,celeron,2,2,8,SSD,256,intel,integrated,15.6,windows
hp,HP 255 G9 7B1L8PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home),37490,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
dell,Dell Vostro 3420 D552317WIN9B Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),55900,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
msi,MSI Bravo 15 B5ED-035IN Gaming Laptop (AMD Ryzen 7 / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),61990,amd,ryzen 7,8,16,16,SSD,512,amd,dedicated,15.6,windows
hp,HP Spectre x360 16-f2002TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),145899,intel,core i7,14,20,16,SSD,1024,intel,integrated,16,windows
hp,HP Spectre x360 2023 13.5-ef2033TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),138511,intel,core i7,10,12,16,SSD,1024,intel,integrated,13.5,windows
lenovo,Lenovo V15 G2 IJL 82QYA00HIN Laptop (Celeron N4500/ 8GB/ 256GB SSD/ DOS),21990,intel,celeron,2,2,8,SSD,256,intel,integrated,15.6,dos
honor,Honor MagicBook 15 BMH-WFQ9HN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),43990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,15.6,windows
acer,Acer Aspire 7 A715-75G Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),45990,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Aspire 3 15 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),32990,intel,core i3,8,8,8,SSD,512,intel,integrated,15.6,windows
acer,Acer Aspire 3 14 A314-36M Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),32090,intel,core i3,8,8,8,SSD,512,intel,integrated,14,windows
acer,Acer Predator Helios 16 NH.QJRSI.003 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),184999,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,16,windows
acer,Acer Predator Helios 16 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),249990,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,16,windows
lenovo,Lenovo V14-IGL 82C40185PB Laptop (Celeron N4020/ 4GB/ 256GB SSD/ DOS),21990,intel,celeron,2,2,4,SSD,256,intel,integrated,14,dos
lenovo,Lenovo V14 82KAA04QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45990,intel,core i5,4,8,8,SSD,512,intel,integrated,14,dos
lenovo,Lenovo ThinkBook 15 G3 21A4A08WIH Laptop (AMD Ryzen 3 5300U/ 8 GB/ 512 GB SSD/ Win11 Home),33490,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo V15 G2 82KDA022IH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),35890,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook Pro 15 OLED M3500QC-L1712WS Laptop (Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),79500,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,15.6,windows
fujitsu,Fujitsu FMV MH 4ZR1K10326 Laptop (AMD Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win11),56494,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,15.6,windows
hp,HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),43190,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
msi,MSI Modern 15 B7M-072IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),43990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
dell,Dell XPS 9315 D560076WIN9S Laptop (12th Gen Core i5 / 16GB/ 512GB SSD/ Win11),119600,intel,core i5,10,12,16,SSD,512,intel,integrated,13,windows
acer,Acer Aspire 3 A315-24P Laptop (Ryzen 3 7520U/ 8GB/ 256GB SSD/ Win11 Home),27990,amd,ryzen 3,4,8,8,SSD,256,amd,integrated,15.6,windows
lenovo,Lenovo IdeaPad 3 15ITL6 82H803DNIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36490,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
msi,MSI Modern 15 B7M-071IN Laptop (AMD Ryzen 5-7530U/ 16GB/ 512GB SSD/ Win11),48990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo Thinkpad E15 21E6S05A00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),45990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo Thinkpad E15 21E6S05G00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),65999,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,dos
dell,Dell Vostro 5620 M552319WIN9S Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),87990,intel,core i7,12,16,16,SSD,512,nvidia,dedicated,16,windows
lenovo,Lenovo E41-55 82FJ00A0IH Laptop (AMD Ryzen 3 3250U/ 8GB/ 1TB HDD/ DOS),33990,amd,ryzen 3,2,4,8,HDD,1024,amd,integrated,14,dos
asus,Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),50785,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,15.6,windows
hp,HP Pavilion 15s-fq5013nia Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),57990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
